1,2,48979
1,2,369663
1,2,690347
1,2,1011031
1,3,45677
1,3,46773
1,3,53785
1,3,53908
1,3,54039
1,3,89198
1,3,89333
1,3,89464
1,3,90515
1,3,90779
1,3,197210
1,3,197619
1,3,366361
1,3,367457
1,3,374469
1,3,374592
1,3,374723
1,3,409882
1,3,410017
1,3,410148
1,3,411199
1,3,411463
1,3,517894
1,3,518303
1,3,687045
1,3,688141
1,3,695153
1,3,695276
1,3,695407
1,3,730566
1,3,730701
1,3,730832
1,3,731883
1,3,732147
1,3,838578
1,3,838987
1,3,1007729
1,3,1008825
1,3,1015837
1,3,1015960
1,3,1016091
1,3,1051250
1,3,1051385
1,3,1051516
1,3,1052567
1,3,1052831
1,3,1159262
1,3,1159671
1,4,194788
1,4,194911
1,4,195982
1,4,196259
1,4,197874
1,4,198004
1,4,198396
1,4,199081
1,4,515472
1,4,515595
1,4,516666
1,4,516943
1,4,518558
1,4,518688
1,4,519080
1,4,519765
1,4,836156
1,4,836279
1,4,837350
1,4,837627
1,4,839242
1,4,839372
1,4,839764
1,4,840449
1,4,1156840
1,4,1156963
1,4,1158034
1,4,1158311
1,4,1159926
1,4,1160056
1,4,1160448
1,4,1161133
1,5,63402
1,5,63527
1,5,63655
1,5,63784
1,5,63914
1,5,64051
1,5,64175
1,5,64298
1,5,64423
1,5,64558
1,5,64804
1,5,64936
1,5,65070
1,5,65196
1,5,65320
1,5,65457
1,5,65596
1,5,65734
1,5,65858
1,5,65985
1,5,66112
1,5,66241
1,5,66493
1,5,66618
1,5,66742
1,5,66864
1,5,66992
1,5,67128
1,5,67265
1,5,67389
1,5,67518
1,5,67648
1,5,67774
1,5,67901
1,5,68037
1,5,68287
1,5,68417
1,5,68537
1,5,68669
1,5,68792
1,5,68913
1,5,69034
1,5,69159
1,5,69281
1,5,69420
1,5,69548
1,5,69804
1,5,69925
1,5,70058
1,5,70183
1,5,70316
1,5,70441
1,5,70573
1,5,71088
1,5,71209
1,5,71348
1,5,71478
1,5,71614
1,5,71743
1,5,71878
1,5,72000
1,5,72125
1,5,72391
1,5,72653
1,5,72787
1,5,72921
1,5,73057
1,5,73196
1,5,73453
1,5,73590
1,5,73710
1,5,73969
1,5,74102
1,5,74363
1,5,74494
1,5,74623
1,5,74758
1,5,74887
1,5,75017
1,5,75151
1,5,75271
1,5,75402
1,5,75525
1,5,75659
1,5,75916
1,5,76047
1,5,76184
1,5,76314
1,5,76434
1,5,76571
1,5,76696
1,5,76816
1,5,76941
1,5,77062
1,5,77200
1,5,77335
1,5,77456
1,5,77577
1,5,77712
1,5,77844
1,5,77980
1,5,78117
1,5,78247
1,5,78369
1,5,78497
1,5,78637
1,5,78907
1,5,79038
1,5,79176
1,5,79444
1,5,79566
1,5,79705
1,5,79839
1,5,79967
1,5,80100
1,5,80236
1,5,80368
1,5,80505
1,5,80639
1,5,80764
1,5,80886
1,5,81015
1,5,81156
1,5,81286
1,5,81409
1,5,81540
1,5,81666
1,5,81790
1,5,81922
1,5,82046
1,5,82173
1,5,82308
1,5,82429
1,5,82568
1,5,82827
1,5,82957
1,5,83084
1,5,83207
1,5,83346
1,5,83480
1,5,83739
1,5,83872
1,5,84006
1,5,84144
1,5,84283
1,5,84422
1,5,84545
1,5,84669
1,5,84789
1,5,85044
1,5,85167
1,5,85291
1,5,85419
1,5,85552
1,5,85674
1,5,85808
1,5,85937
1,5,86074
1,5,86197
1,5,86336
1,5,86468
1,5,86596
1,5,86721
1,5,86852
1,5,86977
1,5,87111
1,5,87240
1,5,87365
1,5,87633
1,5,87764
1,5,88022
1,5,88146
1,5,384086
1,5,384211
1,5,384339
1,5,384468
1,5,384598
1,5,384735
1,5,384859
1,5,384982
1,5,385107
1,5,385242
1,5,385488
1,5,385620
1,5,385754
1,5,385880
1,5,386004
1,5,386141
1,5,386280
1,5,386418
1,5,386542
1,5,386669
1,5,386796
1,5,386925
1,5,387177
1,5,387302
1,5,387426
1,5,387548
1,5,387676
1,5,387812
1,5,387949
1,5,388073
1,5,388202
1,5,388332
1,5,388458
1,5,388585
1,5,388721
1,5,388971
1,5,389101
1,5,389221
1,5,389353
1,5,389476
1,5,389597
1,5,389718
1,5,389843
1,5,389965
1,5,390104
1,5,390232
1,5,390488
1,5,390609
1,5,390742
1,5,390867
1,5,391000
1,5,391125
1,5,391257
1,5,391772
1,5,391893
1,5,392032
1,5,392162
1,5,392298
1,5,392427
1,5,392562
1,5,392684
1,5,392809
1,5,393075
1,5,393337
1,5,393471
1,5,393605
1,5,393741
1,5,393880
1,5,394137
1,5,394274
1,5,394394
1,5,394653
1,5,394786
1,5,395047
1,5,395178
1,5,395307
1,5,395442
1,5,395571
1,5,395701
1,5,395835
1,5,395955
1,5,396086
1,5,396209
1,5,396343
1,5,396600
1,5,396731
1,5,396868
1,5,396998
1,5,397118
1,5,397255
1,5,397380
1,5,397500
1,5,397625
1,5,397746
1,5,397884
1,5,398019
1,5,398140
1,5,398261
1,5,398396
1,5,398528
1,5,398664
1,5,398801
1,5,398931
1,5,399053
1,5,399181
1,5,399321
1,5,399591
1,5,399722
1,5,399860
1,5,400128
1,5,400250
1,5,400389
1,5,400523
1,5,400651
1,5,400784
1,5,400920
1,5,401052
1,5,401189
1,5,401323
1,5,401448
1,5,401570
1,5,401699
1,5,401840
1,5,401970
1,5,402093
1,5,402224
1,5,402350
1,5,402474
1,5,402606
1,5,402730
1,5,402857
1,5,402992
1,5,403113
1,5,403252
1,5,403511
1,5,403641
1,5,403768
1,5,403891
1,5,404030
1,5,404164
1,5,404423
1,5,404556
1,5,404690
1,5,404828
1,5,404967
1,5,405106
1,5,405229
1,5,405353
1,5,405473
1,5,405728
1,5,405851
1,5,405975
1,5,406103
1,5,406236
1,5,406358
1,5,406492
1,5,406621
1,5,406758
1,5,406881
1,5,407020
1,5,407152
1,5,407280
1,5,407405
1,5,407536
1,5,407661
1,5,407795
1,5,407924
1,5,408049
1,5,408317
1,5,408448
1,5,408706
1,5,408830
1,5,704770
1,5,704895
1,5,705023
1,5,705152
1,5,705282
1,5,705419
1,5,705543
1,5,705666
1,5,705791
1,5,705926
1,5,706172
1,5,706304
1,5,706438
1,5,706564
1,5,706688
1,5,706825
1,5,706964
1,5,707102
1,5,707226
1,5,707353
1,5,707480
1,5,707609
1,5,707861
1,5,707986
1,5,708110
1,5,708232
1,5,708360
1,5,708496
1,5,708633
1,5,708757
1,5,708886
1,5,709016
1,5,709142
1,5,709269
1,5,709405
1,5,709655
1,5,709785
1,5,709905
1,5,710037
1,5,710160
1,5,710281
1,5,710402
1,5,710527
1,5,710649
1,5,710788
1,5,710916
1,5,711172
1,5,711293
1,5,711426
1,5,711551
1,5,711684
1,5,711809
1,5,711941
1,5,712456
1,5,712577
1,5,712716
1,5,712846
1,5,712982
1,5,713111
1,5,713246
1,5,713368
1,5,713493
1,5,713759
1,5,714021
1,5,714155
1,5,714289
1,5,714425
1,5,714564
1,5,714821
1,5,714958
1,5,715078
1,5,715337
1,5,715470
1,5,715731
1,5,715862
1,5,715991
1,5,716126
1,5,716255
1,5,716385
1,5,716519
1,5,716639
1,5,716770
1,5,716893
1,5,717027
1,5,717284
1,5,717415
1,5,717552
1,5,717682
1,5,717802
1,5,717939
1,5,718064
1,5,718184
1,5,718309
1,5,718430
1,5,718568
1,5,718703
1,5,718824
1,5,718945
1,5,719080
1,5,719212
1,5,719348
1,5,719485
1,5,719615
1,5,719737
1,5,719865
1,5,720005
1,5,720275
1,5,720406
1,5,720544
1,5,720812
1,5,720934
1,5,721073
1,5,721207
1,5,721335
1,5,721468
1,5,721604
1,5,721736
1,5,721873
1,5,722007
1,5,722132
1,5,722254
1,5,722383
1,5,722524
1,5,722654
1,5,722777
1,5,722908
1,5,723034
1,5,723158
1,5,723290
1,5,723414
1,5,723541
1,5,723676
1,5,723797
1,5,723936
1,5,724195
1,5,724325
1,5,724452
1,5,724575
1,5,724714
1,5,724848
1,5,725107
1,5,725240
1,5,725374
1,5,725512
1,5,725651
1,5,725790
1,5,725913
1,5,726037
1,5,726157
1,5,726412
1,5,726535
1,5,726659
1,5,726787
1,5,726920
1,5,727042
1,5,727176
1,5,727305
1,5,727442
1,5,727565
1,5,727704
1,5,727836
1,5,727964
1,5,728089
1,5,728220
1,5,728345
1,5,728479
1,5,728608
1,5,728733
1,5,729001
1,5,729132
1,5,729390
1,5,729514
1,5,1025454
1,5,1025579
1,5,1025707
1,5,1025836
1,5,1025966
1,5,1026103
1,5,1026227
1,5,1026350
1,5,1026475
1,5,1026610
1,5,1026856
1,5,1026988
1,5,1027122
1,5,1027248
1,5,1027372
1,5,1027509
1,5,1027648
1,5,1027786
1,5,1027910
1,5,1028037
1,5,1028164
1,5,1028293
1,5,1028545
1,5,1028670
1,5,1028794
1,5,1028916
1,5,1029044
1,5,1029180
1,5,1029317
1,5,1029441
1,5,1029570
1,5,1029700
1,5,1029826
1,5,1029953
1,5,1030089
1,5,1030339
1,5,1030469
1,5,1030589
1,5,1030721
1,5,1030844
1,5,1030965
1,5,1031086
1,5,1031211
1,5,1031333
1,5,1031472
1,5,1031600
1,5,1031856
1,5,1031977
1,5,1032110
1,5,1032235
1,5,1032368
1,5,1032493
1,5,1032625
1,5,1033140
1,5,1033261
1,5,1033400
1,5,1033530
1,5,1033666
1,5,1033795
1,5,1033930
1,5,1034052
1,5,1034177
1,5,1034443
1,5,1034705
1,5,1034839
1,5,1034973
1,5,1035109
1,5,1035248
1,5,1035505
1,5,1035642
1,5,1035762
1,5,1036021
1,5,1036154
1,5,1036415
1,5,1036546
1,5,1036675
1,5,1036810
1,5,1036939
1,5,1037069
1,5,1037203
1,5,1037323
1,5,1037454
1,5,1037577
1,5,1037711
1,5,1037968
1,5,1038099
1,5,1038236
1,5,1038366
1,5,1038486
1,5,1038623
1,5,1038748
1,5,1038868
1,5,1038993
1,5,1039114
1,5,1039252
1,5,1039387
1,5,1039508
1,5,1039629
1,5,1039764
1,5,1039896
1,5,1040032
1,5,1040169
1,5,1040299
1,5,1040421
1,5,1040549
1,5,1040689
1,5,1040959
1,5,1041090
1,5,1041228
1,5,1041496
1,5,1041618
1,5,1041757
1,5,1041891
1,5,1042019
1,5,1042152
1,5,1042288
1,5,1042420
1,5,1042557
1,5,1042691
1,5,1042816
1,5,1042938
1,5,1043067
1,5,1043208
1,5,1043338
1,5,1043461
1,5,1043592
1,5,1043718
1,5,1043842
1,5,1043974
1,5,1044098
1,5,1044225
1,5,1044360
1,5,1044481
1,5,1044620
1,5,1044879
1,5,1045009
1,5,1045136
1,5,1045259
1,5,1045398
1,5,1045532
1,5,1045791
1,5,1045924
1,5,1046058
1,5,1046196
1,5,1046335
1,5,1046474
1,5,1046597
1,5,1046721
1,5,1046841
1,5,1047096
1,5,1047219
1,5,1047343
1,5,1047471
1,5,1047604
1,5,1047726
1,5,1047860
1,5,1047989
1,5,1048126
1,5,1048249
1,5,1048388
1,5,1048520
1,5,1048648
1,5,1048773
1,5,1048904
1,5,1049029
1,5,1049163
1,5,1049292
1,5,1049417
1,5,1049685
1,5,1049816
1,5,1050074
1,5,1050198
1,7,27968
1,7,45432
1,7,45557
1,7,45677
1,7,47656
1,7,47913
1,7,49502
1,7,50265
1,7,52999
1,7,348652
1,7,366116
1,7,366241
1,7,366361
1,7,368340
1,7,368597
1,7,370186
1,7,370949
1,7,373683
1,7,669336
1,7,686800
1,7,686925
1,7,687045
1,7,689024
1,7,689281
1,7,690870
1,7,691633
1,7,694367
1,7,990020
1,7,1007484
1,7,1007609
1,7,1007729
1,7,1009708
1,7,1009965
1,7,1011554
1,7,1012317
1,7,1015051
1,9,45037
1,9,45294
1,9,45433
1,9,45557
1,9,45677
1,9,45948
1,9,46356
1,9,46525
1,9,46895
1,9,47150
1,9,47279
1,9,47522
1,9,47656
1,9,47777
1,9,47913
1,9,48295
1,9,48573
1,9,48705
1,9,48841
1,9,49110
1,9,49237
1,9,49371
1,9,49502
1,9,49626
1,9,49751
1,9,50265
1,9,50391
1,9,50520
1,9,50650
1,9,50912
1,9,51049
1,9,51171
1,9,51302
1,9,51695
1,9,51826
1,9,51961
1,9,52096
1,9,52229
1,9,52349
1,9,88559
1,9,88679
1,9,88933
1,9,365721
1,9,365978
1,9,366117
1,9,366241
1,9,366361
1,9,366632
1,9,367040
1,9,367209
1,9,367579
1,9,367834
1,9,367963
1,9,368206
1,9,368340
1,9,368461
1,9,368597
1,9,368979
1,9,369257
1,9,369389
1,9,369525
1,9,369794
1,9,369921
1,9,370055
1,9,370186
1,9,370310
1,9,370435
1,9,370949
1,9,371075
1,9,371204
1,9,371334
1,9,371596
1,9,371733
1,9,371855
1,9,371986
1,9,372379
1,9,372510
1,9,372645
1,9,372780
1,9,372913
1,9,373033
1,9,409243
1,9,409363
1,9,409617
1,9,686405
1,9,686662
1,9,686801
1,9,686925
1,9,687045
1,9,687316
1,9,687724
1,9,687893
1,9,688263
1,9,688518
1,9,688647
1,9,688890
1,9,689024
1,9,689145
1,9,689281
1,9,689663
1,9,689941
1,9,690073
1,9,690209
1,9,690478
1,9,690605
1,9,690739
1,9,690870
1,9,690994
1,9,691119
1,9,691633
1,9,691759
1,9,691888
1,9,692018
1,9,692280
1,9,692417
1,9,692539
1,9,692670
1,9,693063
1,9,693194
1,9,693329
1,9,693464
1,9,693597
1,9,693717
1,9,729927
1,9,730047
1,9,730301
1,9,1007089
1,9,1007346
1,9,1007485
1,9,1007609
1,9,1007729
1,9,1008000
1,9,1008408
1,9,1008577
1,9,1008947
1,9,1009202
1,9,1009331
1,9,1009574
1,9,1009708
1,9,1009829
1,9,1009965
1,9,1010347
1,9,1010625
1,9,1010757
1,9,1010893
1,9,1011162
1,9,1011289
1,9,1011423
1,9,1011554
1,9,1011678
1,9,1011803
1,9,1012317
1,9,1012443
1,9,1012572
1,9,1012702
1,9,1012964
1,9,1013101
1,9,1013223
1,9,1013354
1,9,1013747
1,9,1013878
1,9,1014013
1,9,1014148
1,9,1014281
1,9,1014401
1,9,1050611
1,9,1050731
1,9,1050985
1,10,40257
1,10,40512
1,10,40640
1,10,40770
1,10,40894
1,10,41014
1,10,41149
1,10,41269
1,10,41397
1,10,41524
1,10,41652
1,10,41786
1,10,42177
1,10,42316
1,10,42444
1,10,42580
1,10,42715
1,10,42842
1,10,42968
1,10,43095
1,10,43218
1,10,43355
1,10,43475
1,10,43595
1,10,43719
1,10,43841
1,10,43977
1,10,44255
